mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.373634433746338,0.697252599262142,0.007965803146362305,0.0016469267025637753,0.1,7,200,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200}",-0.16842507048077382,-0.10172262362672158,-0.0967505421342751,-0.10710714018836766,-0.19891270856468196,-0.134583616998964,0.04135122540501787,22
0.37601356506347655,0.11459744418838488,0.0026531219482421875,0.0006163509382437879,0.2,3,50,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 50}",-0.1383642268789034,-0.09313487803294336,-0.0850779125303959,-0.09308662776579078,-0.18358157951464055,-0.1186490449445348,0.037513606228096956,6
0.7016052722930908,0.04733523808730011,0.0031992435455322266,0.0008946100458464989,0.2,3,100,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100}",-0.14909249569697106,-0.10288675157335102,-0.0888635238577311,-0.09648714967602115,-0.18647378406684822,-0.1247607409741845,0.03732830440712775,12
1.482713556289673,0.2590063000816198,0.005388689041137695,0.002039479034844283,0.2,3,200,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200}",-0.15330695571310218,-0.1125389036842282,-0.0956227513833405,-0.10367389364927389,-0.1939243590062266,-0.13181337268723428,0.0368587716535574,20
0.6697392463684082,0.15773186324342173,0.0030899524688720705,0.0007460950714675465,0.2,5,50,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 50}",-0.16051969210206965,-0.10706988812111927,-0.09315753190072734,-0.09929723853914983,-0.1987425602086675,-0.1317573821743467,0.041151831738720036,19
1.059870195388794,0.09645290315713562,0.0041064262390136715,0.0010750733768613678,0.2,5,100,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100}",-0.1660946155440908,-0.1153429369362508,-0.09887295160375709,-0.10738822694327288,-0.2084503169183308,-0.1392298095891405,0.04177640839251027,26
2.253923225402832,0.3012185827201769,0.006848812103271484,0.0022716379135171282,0.2,5,200,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200}",-0.17033767712500789,-0.12005546672673713,-0.10469055199221587,-0.11421350497769496,-0.21553735406517444,-0.14496691097736605,0.04198190167408193,27
0.8302621841430664,0.16607028315109254,0.003232717514038086,0.0011083535863948971,0.2,7,50,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 50}",-0.16685682526345386,-0.10817555161173512,-0.09221820779733743,-0.10697441409817379,-0.20325720761943256,-0.13549644127802657,0.04244511203590594,23
1.5865739345550538,0.26712140375154814,0.004206991195678711,0.0007950196645508605,0.2,7,100,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100}",-0.17243081296719845,-0.11053173251588685,-0.09428812220327742,-0.10885762601494967,-0.20389568760089116,-0.1380007962604407,0.04252583794209168,24
2.8610141277313232,0.3428216677019683,0.006610345840454101,0.0011750338226155952,0.2,7,200,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 200}",-0.17395395724079374,-0.11167468292596852,-0.09545867505527894,-0.10955431436791768,-0.20452408723442225,-0.1390331433648762,0.04248469836485555,25
